id,transaction_date,description,amount,reference_number
txn-01834,2024-12-16,UNKNOWN DEPOSIT,345.50,
txn-00950,2024-12-12,DIVIDEND PAYMENT,390.48,EXT0950
txn-06602,2024-12-13,ONLINE PMT R GREEN,1234.00,REF0602
txn-09822,2024-12-21,CHECK RECEIVED,198.50,REF0822
txn-02781,2024-12-18,ACH TRANSFER,1100.00,
txn-01600,2024-12-10,DAVIS E ACH PMT,2340.00,REF0600
txn-06130,2024-12-17,DOROTHY MAE SCOTT CHECK DEP,789.25,REF0130
txn-04494,2024-12-15,ROBERTS R CHECK,892.50,REF0494
txn-04407,2024-12-22,MARTINEZ DAVI,189.99,REF0407
txn-07348,2024-12-13,SCOTT DOROTHY PAYMENT,789.25,REF0348
txn-08229,2024-12-18,RUTH ELLEN ROBERTS DEP,892.50,REF0229
txn-04354,2024-12-11,"ROBERTS, RUTH ONLINE PMT",892.50,REF0354
txn-07965,2024-12-16,ROYALTY PAYMENT,1279.00,EXT0965
txn-09283,2024-12-15,"KING, BETTY PAYMENT",198.50,REF0283
txn-03209,2024-12-11,THOMAS MICHELLE DEPOSIT,1875.50,REF0209
txn-08034,2024-12-12,BAKER KENNETH PAYMENT,3456.00,REF0034
txn-05370,2024-12-11,MARIA TERESA CAMPBELL CHECK DEP,2567.75,REF0370
txn-02678,2024-12-20,E WHITE DEPOSIT,5600.00,REF0678
txn-03826,2024-12-10,CHECK PAYMENT,234.25,
txn-03590,2024-12-18,MICHAEL W,875.50,REF0590
txn-00255,2024-12-25,"THOMAS, MICHELLE ONLINE",1875.50,REF0255
txn-06492,2024-12-14,CHECK DEP P MARTIN,1100.00,REF0492
txn-08758,2024-12-13,DEPOSIT,287.00,REF0758
txn-03748,2024-12-20,ONLINE DEPOSIT,4125.00,REF0748
txn-05547,2024-12-16,ACH PMT J CLARK,1567.00,REF0547
txn-00876,2024-12-23,CHECK PAYMENT,2567.75,
txn-06403,2024-12-17,WILSON AMAN,3200.00,REF0403
txn-07515,2024-12-11,RUTH ROBERTS,892.50,REF0515
txn-03400,2024-12-15,ACH PMT RICHARD DEAN TAYLOR,8900.00,REF0400
txn-06354,2024-12-11,"ROBERTS, RUTH ONLINE PMT",892.50,REF0354
txn-03118,2024-12-10,"GREEN, RONALD CHECK",1234.00,REF0118
txn-07324,2024-12-11,"THOMPSON, DANIEL WIRE",2890.00,REF0324
txn-07794,2024-12-23,PAYMENT,1100.00,REF0794
txn-02072,2024-12-25,CHECK DEP THOMAS WAYNE ROBINSON,4125.00,REF0072
txn-04026,2024-12-15,WIRE MICHAEL ROBERT WILLIAMS,875.50,REF0026
txn-00453,2024-12-15,DANIEL T,2890.00,REF0453
txn-02255,2024-12-25,"THOMAS, MICHELLE ONLINE",1875.50,REF0255
txn-01539,2024-12-19,JENNIFER GARCIA,4500.00,REF0539
txn-04161,2024-12-17,RUTH ELLEN ROBERTS WIRE,892.50,REF0161
txn-06024,2024-12-20,PAYMENT EMILY ROSE DAVIS,2340.00,REF0024
txn-04347,2024-12-17,WIRE CHARLES EDWARD HALL,1890.75,REF0347
txn-07063,2024-12-10,JOSEPH MARK CLARK DEPOSIT,1567.00,REF0063
txn-08400,2024-12-15,ACH PMT RICHARD DEAN TAYLOR,8900.00,REF0400
txn-09097,2024-12-17,CHECK CHARLES EDWARD HALL,1890.75,REF0097
txn-02163,2024-12-20,"PHILLIPS, KEVIN ONLINE PMT",345.00,REF0163
txn-03071,2024-12-25,CLARK JOSEPH PAYMENT,1567.00,REF0071
txn-01697,2024-12-14,DAVIS E CHECK DEP,2340.00,REF0697
txn-08232,2024-12-15,CHRISTOPHER JAMES BROWN CHECK DEP,567.25,REF0232
txn-06167,2024-12-11,CARTER GEORGE WIRE,9870.50,REF0167
txn-02783,2024-12-24,CHECK RECEIVED,4500.00,REF0783
txn-00170,2024-12-21,PAYMENT MARIA TERESA CAMPBELL,2567.75,REF0170
txn-03156,2024-12-20,ONLINE KEVIN MICHAEL PHILLIPS,345.00,REF0156
txn-02823,2024-12-21,PAYMENT RECEIVED,875.50,REF0823
txn-03969,2024-12-24,LOAN DISBURSEMENT,10502.36,EXT0969
txn-00161,2024-12-17,RUTH ELLEN ROBERTS WIRE,892.50,REF0161
txn-07561,2024-12-17,J SMITH PAYMENT,450.00,REF0561
txn-04064,2024-12-10,MICHELLE KATE THOMAS PAYMENT,1875.50,REF0064
txn-01852,2024-12-10,CHECK PAYMENT,2345.00,REF0852
txn-07376,2024-12-14,"JOHNSON, SARAH CHECK DEP",1200.00,REF0376
txn-03746,2024-12-18,CASH DEPOSIT,432.75,REF0746
txn-00660,2024-12-19,WHITE ELIZ,5600.00,REF0660
txn-02269,2024-12-21,BAKER KENNETH ONLINE,3456.00,REF0269
txn-08861,2024-12-24,MISC PAYMENT,675.00,REF0861
txn-02235,2024-12-24,JOHN DAVID SMITH WIRE,450.00,REF0235
txn-00778,2024-12-12,WIRE RECEIVED,534.00,REF0778
txn-00702,2024-12-24,CASH DEPOSIT,567.00,
txn-01366,2024-12-11,"HALL, CHARLES DEPOSIT",1890.75,REF0366
txn-07044,2024-12-14,CHECK JENNIFER ANN GARCIA,4500.00,REF0044
txn-03587,2024-12-17,C BROWN WIRE,567.25,REF0587
txn-09572,2024-12-17,E DAVIS DEPOSIT,2340.00,REF0572
txn-00016,2024-12-18,ONLINE RUTH ELLEN ROBERTS,892.50,REF0016
txn-08210,2024-12-25,ONLINE SANDRA LEE ADAMS,456.75,REF0210
txn-03433,2024-12-25,MOORE LIND,675.00,REF0433
txn-06113,2024-12-22,ONLINE PMT ELIZABETH JANE WHITE,5600.00,REF0113
txn-05368,2024-12-11,"GARCIA, JENNIFER WIRE",4500.00,REF0368
txn-09707,2024-12-25,CUSTOMER PAYMENT,567.00,REF0707
txn-02956,2024-12-25,PROMOTIONAL CREDIT,207.09,EXT0956
txn-09222,2024-12-24,"WHITE, ELIZABETH CHECK",5600.00,REF0222
txn-06324,2024-12-11,"THOMPSON, DANIEL WIRE",2890.00,REF0324
txn-02780,2024-12-18,ACH TRANSFER,675.00,REF0780
txn-06320,2024-12-25,"JOHNSON, SARAH WIRE",1200.00,REF0320
txn-04154,2024-12-17,ROBERT LEE ANDERSON CHECK DEP,725.00,REF0154
txn-09034,2024-12-12,BAKER KENNETH PAYMENT,3456.00,REF0034
txn-08802,2024-12-23,PAYMENT,1234.00,REF0802
txn-02400,2024-12-15,ACH PMT RICHARD DEAN TAYLOR,8900.00,REF0400
txn-07312,2024-12-16,CHECK KAREN SUE ALLEN,534.00,REF0312
txn-07937,2024-12-10,LOYALTY BONUS,53.14,EXT0937
txn-06999,2024-12-15,ROYALTY PAYMENT,802.57,EXT0999
txn-05342,2024-12-19,"GREEN, RONALD ONLINE PMT",1234.00,REF0342
txn-07132,2024-12-12,"PHILLIPS, KEVIN ACH PMT",345.00,REF0132
txn-09324,2024-12-11,"THOMPSON, DANIEL WIRE",2890.00,REF0324
txn-09750,2024-12-16,MISC PAYMENT,4125.00,REF0750
txn-06554,2024-12-10,B LEE DEPOSIT,345.50,REF0554
txn-09689,2024-12-13,GEORGE C,9870.50,REF0689
txn-09545,2024-12-17,ROBERTS RUTH,892.50,REF0545
txn-09067,2024-12-22,BETTY JO KING ACH,198.50,REF0067
txn-02874,2024-12-16,WIRE RECEIVED,234.25,REF0874
txn-03840,2024-12-12,WIRE RECEIVED,1890.75,
txn-09075,2024-12-11,ADAMS SANDRA ACH,456.75,REF0075
txn-05049,2024-12-12,"SMITH, JOHN ACH PMT",450.00,REF0049
txn-09580,2024-12-17,J SMITH PAYMENT,450.00,REF0580
txn-08554,2024-12-10,B LEE DEPOSIT,345.50,REF0554
txn-03396,2024-12-20,"BROWN, CHRISTOPHER PAYMENT",567.25,REF0396
txn-04160,2024-12-14,ONLINE MICHAEL ROBERT WILLIAMS,875.50,REF0160
txn-00885,2024-12-23,PAYMENT RECEIVED,2345.00,
txn-09926,2024-12-22,PROMOTIONAL CREDIT,43.29,EXT0926
txn-01816,2024-12-11,ONLINE DEPOSIT,2567.75,
txn-08974,2024-12-15,VENDOR REBATE,1496.56,EXT0974
txn-04653,2024-12-24,WRIGHT DONA,2345.00,REF0653
txn-09999,2024-12-15,ROYALTY PAYMENT,802.57,EXT0999
txn-01492,2024-12-14,CHECK DEP P MARTIN,1100.00,REF0492
txn-05219,2024-12-17,CARTER GEORGE ACH PMT,9870.50,REF0219
txn-08841,2024-12-21,PAYMENT,892.50,REF0841
txn-05073,2024-12-20,PAYMENT RICHARD DEAN TAYLOR,8900.00,REF0073
txn-02729,2024-12-12,CASH DEPOSIT,456.75,
txn-08717,2024-12-24,PAYMENT RECEIVED,892.50,REF0717
txn-03011,2024-12-21,"MITCHELL, MARGARET WIRE",234.25,REF0011
txn-09895,2024-12-14,CUSTOMER PAYMENT,1678.00,REF0895
txn-07343,2024-12-11,CHECK DEP JAMES PATRICK HARRIS,432.75,REF0343
txn-09490,2024-12-17,PAYMENT R ROBERTS,892.50,REF0490
txn-03574,2024-12-12,EDW PEREZ PAYMENT,1678.00,REF0574
txn-06065,2024-12-21,DEPOSIT DONALD RAY WRIGHT,2345.00,REF0065
txn-08373,2024-12-19,DAVID ALLEN MARTINEZ ACH PMT,189.99,REF0373
txn-04508,2024-12-15,DEPOSIT S ADAMS,456.75,REF0508
txn-00363,2024-12-17,EMILY ROSE DAVIS ONLINE,2340.00,REF0363
txn-07092,2024-12-15,MARTIN PATRICIA ONLINE PMT,1100.00,REF0092
txn-04466,2024-12-19,MITCHELL M ACH,234.25,REF0466
txn-01866,2024-12-23,CHECK DEPOSIT,675.00,REF0866
txn-08732,2024-12-20,CHECK PAYMENT,567.25,REF0732
txn-04930,2024-12-11,LOYALTY BONUS,44.37,EXT0930
txn-02815,2024-12-24,UNKNOWN DEPOSIT,432.75,REF0815
txn-02964,2024-12-20,VENDOR REBATE,862.45,EXT0964
txn-03493,2024-12-10,E PEREZ ONLINE PMT,1678.00,REF0493
txn-09603,2024-12-25,PAYMENT E WHITE,5600.00,REF0603
txn-02442,2024-12-17,KENNETH B,3456.00,REF0442
txn-00913,2024-12-12,DIVIDEND PAYMENT,877.41,EXT0913
txn-02807,2024-12-16,PAYMENT RECEIVED,5600.00,REF0807
txn-03456,2024-12-10,DAVIS E CHECK DEP,2340.00,REF0456
txn-05473,2024-12-10,ACH PMT E PEREZ,1678.00,REF0473
txn-08249,2024-12-16,ONLINE KENNETH RAY BAKER,3456.00,REF0249
txn-02789,2024-12-19,CHECK DEPOSIT,892.50,REF0789
txn-08197,2024-12-10,ELIZABETH JANE WHITE CHECK DEP,5600.00,REF0197
txn-02960,2024-12-24,DIVIDEND PAYMENT,780.11,EXT0960
txn-06891,2024-12-21,CHECK DEPOSIT,1875.50,REF0891
txn-04173,2024-12-13,"PHILLIPS, KEVIN ONLINE",345.00,REF0173
txn-02343,2024-12-11,CHECK DEP JAMES PATRICK HARRIS,432.75,REF0343
txn-07724,2024-12-14,CUSTOMER PAYMENT,1200.00,REF0724
txn-06620,2024-12-18,ASHLEY N,567.00,REF0620
txn-07384,2024-12-16,"GARCIA, JENNIFER ONLINE",4500.00,REF0384
txn-09081,2024-12-13,SMITH JOHN CHECK,450.00,REF0081
txn-09457,2024-12-14,JACKSON WILL,299.00,REF0457
txn-02792,2024-12-25,CHECK RECEIVED,3456.00,
txn-01282,2024-12-18,PAYMENT BARBARA JEAN LEE,345.50,REF0282
txn-05271,2024-12-25,ACH SARAH ELIZABETH JONES,1200.00,REF0271
txn-05959,2024-12-22,INSURANCE REFUND,3726.62,EXT0959
txn-03809,2024-12-18,DEPOSIT,345.50,REF0809
txn-02981,2024-12-24,INSURANCE REFUND,678.70,EXT0981
txn-03942,2024-12-21,EXTERNAL TRANSFER IN,8193.56,EXT0942
txn-06033,2024-12-14,ACH LINDA CAROL MOORE,675.00,REF0033
txn-03876,2024-12-23,CHECK PAYMENT,2567.75,
txn-09476,2024-12-24,DONALD W,2345.00,REF0476
txn-05250,2024-12-23,SMITH JOHN CHECK DEP,450.00,REF0250
txn-02833,2024-12-19,UNKNOWN DEPOSIT,6750.00,
txn-04822,2024-12-21,CHECK RECEIVED,198.50,REF0822
txn-07592,2024-12-13,BAKER K DEPOSIT,3456.00,REF0592
txn-01339,2024-12-12,"JONES, SARAH WIRE",1200.00,REF0339
txn-09294,2024-12-23,"LEE, BARBARA ONLINE",345.50,REF0294
txn-09713,2024-12-21,CHECK DEPOSIT,675.00,REF0713
txn-01195,2024-12-15,"PHILLIPS, KEVIN ONLINE PMT",345.00,REF0195
txn-09142,2024-12-15,DEP JOHN DAVID SMITH,450.00,REF0142
txn-00303,2024-12-20,"ADAMS, SANDRA ACH PMT",456.75,REF0303
txn-07095,2024-12-23,GEORGE WILLIAM CARTER DEP,9870.50,REF0095
txn-03031,2024-12-15,"WALKER, NANCY CHECK DEP",287.00,REF0031
txn-00259,2024-12-17,ONLINE PMT RONALD GENE GREEN,1234.00,REF0259
txn-04339,2024-12-12,"JONES, SARAH WIRE",1200.00,REF0339
txn-02424,2024-12-10,JENNIFER GARCIA,4500.00,REF0424
txn-09169,2024-12-19,GREEN RONALD CHECK DEP,1234.00,REF0169
txn-00468,2024-12-19,ONLINE J CLARK,1567.00,REF0468
txn-04096,2024-12-23,DEPOSIT KEVIN MICHAEL PHILLIPS,345.00,REF0096
txn-00469,2024-12-16,ANDERSON R WIRE,725.00,REF0469
txn-06860,2024-12-10,WIRE RECEIVED,567.00,REF0860
txn-08454,2024-12-20,WILSON AMAN,3200.00,REF0454
txn-08340,2024-12-25,DAVIS EMILY DEPOSIT,2340.00,REF0340
txn-00545,2024-12-17,ROBERTS RUTH,892.50,REF0545
txn-03264,2024-12-16,ONLINE PMT RONALD GENE GREEN,1234.00,REF0264
txn-04273,2024-12-25,"KING, BETTY CHECK DEP",198.50,REF0273
txn-06190,2024-12-25,PAYMENT JOSEPH MARK CLARK,1567.00,REF0190
txn-00313,2024-12-11,LEWIS SUSAN CHECK,923.25,REF0313
txn-08015,2024-12-12,ALLEN KAREN WIRE,534.00,REF0015
txn-04803,2024-12-14,WIRE TRANSFER,875.50,REF0803
txn-08139,2024-12-18,"LEE, BARBARA DEPOSIT",345.50,REF0139
txn-03277,2024-12-15,KENNETH RAY BAKER DEP,3456.00,REF0277
txn-00716,2024-12-19,CUSTOMER PAYMENT,432.75,REF0716
txn-05705,2024-12-24,MISC PAYMENT,456.75,
txn-04550,2024-12-11,MIC THOMAS CHECK,1875.50,REF0550
txn-04529,2024-12-11,HALL C ONLINE PMT,1890.75,REF0529
txn-03148,2024-12-19,KAREN SUE ALLEN ACH,534.00,REF0148
txn-00358,2024-12-20,GEORGE WILLIAM CARTER DEP,9870.50,REF0358
txn-04167,2024-12-11,CARTER GEORGE WIRE,9870.50,REF0167
txn-04011,2024-12-21,"MITCHELL, MARGARET WIRE",234.25,REF0011
txn-00350,2024-12-14,"WILLIAMS, MICHAEL DEP",875.50,REF0350
txn-08553,2024-12-17,ASH NELSON DEPOSIT,567.00,REF0553
txn-07648,2024-12-17,MARTINEZ DAVI,189.99,REF0648
txn-08099,2024-12-18,"WILLIAMS, MICHAEL PAYMENT",875.50,REF0099
txn-06442,2024-12-17,KENNETH B,3456.00,REF0442
txn-08427,2024-12-24,JAM HARRIS CHECK DEP,432.75,REF0427
txn-00978,2024-12-24,REFUND FROM VENDOR,61.66,EXT0978
txn-01927,2024-12-16,DIVIDEND PAYMENT,849.56,EXT0927
txn-06221,2024-12-22,BETTY JO KING PAYMENT,198.50,REF0221
txn-02421,2024-12-11,MIC WILLIAMS WIRE,875.50,REF0421
txn-04010,2024-12-23,RUTH ELLEN ROBERTS CHECK,892.50,REF0010
txn-09088,2024-12-20,ONLINE PMT SUSAN KAY LEWIS,923.25,REF0088
txn-08482,2024-12-14,CAMPBELL M DEP,2567.75,REF0482
txn-04676,2024-12-18,E WHITE DEP,5600.00,REF0676
txn-08673,2024-12-16,DON WRIGHT ACH,2345.00,REF0673
txn-08211,2024-12-19,"GARCIA, JENNIFER CHECK DEP",4500.00,REF0211
txn-08143,2024-12-25,WALKER NANCY CHECK DEP,287.00,REF0143
txn-02347,2024-12-17,WIRE CHARLES EDWARD HALL,1890.75,REF0347
txn-06182,2024-12-23,NELSON ASHLEY CHECK,567.00,REF0182
txn-06468,2024-12-19,ONLINE J CLARK,1567.00,REF0468
txn-02328,2024-12-24,NELSON ASHLEY DEPOSIT,567.00,REF0328
txn-02444,2024-12-11,JOHN SMITH,450.00,REF0444
txn-09961,2024-12-11,GRANT DEPOSIT,7315.77,EXT0961
txn-06580,2024-12-17,J SMITH PAYMENT,450.00,REF0580
txn-03793,2024-12-18,CHECK DEPOSIT,432.75,
txn-08455,2024-12-25,WIRE C HALL,1890.75,REF0455
txn-02053,2024-12-21,DEP WILLIAM SCOTT JACKSON,299.00,REF0053
txn-00921,2024-12-12,LOYALTY BONUS,10.19,EXT0921
txn-07281,2024-12-12,NELSON ASHLEY ONLINE PMT,567.00,REF0281
txn-00684,2024-12-15,LEE BARB,345.50,REF0684
txn-03794,2024-12-23,PAYMENT,1100.00,REF0794
txn-02079,2024-12-21,CHECK DEP PATRICIA SUE MARTIN,1100.00,REF0079
txn-06809,2024-12-18,DEPOSIT,345.50,REF0809
txn-08845,2024-12-10,ACH DEPOSIT,534.00,
txn-09746,2024-12-18,CASH DEPOSIT,432.75,REF0746
txn-01786,2024-12-11,PAYMENT RECEIVED,2340.00,
txn-07598,2024-12-11,M CAMPBELL ONLINE PMT,2567.75,REF0598
txn-05924,2024-12-16,ROYALTY PAYMENT,999.56,EXT0924
txn-07072,2024-12-25,CHECK DEP THOMAS WAYNE ROBINSON,4125.00,REF0072
txn-08422,2024-12-25,MAR MITCHELL DEPOSIT,234.25,REF0422
txn-07860,2024-12-10,WIRE RECEIVED,567.00,REF0860
txn-04994,2024-12-16,BANK ADJUSTMENT,84.67,EXT0994
txn-09260,2024-12-25,DEP DONALD RAY WRIGHT,2345.00,REF0260
txn-07688,2024-12-23,ROBINSON THOM,4125.00,REF0688
txn-02146,2024-12-25,DEPOSIT GEORGE WILLIAM CARTER,9870.50,REF0146
txn-05119,2024-12-17,SCOTT DOROTHY ACH,789.25,REF0119
txn-01814,2024-12-13,CUSTOMER PAYMENT,789.25,REF0814
txn-08973,2024-12-18,REFUND FROM VENDOR,238.15,EXT0973
txn-02614,2024-12-18,PHILLIPS K ACH,345.00,REF0614
txn-02397,2024-12-24,EDWARD JAMES PEREZ PAYMENT,1678.00,REF0397
txn-06132,2024-12-12,"PHILLIPS, KEVIN ACH PMT",345.00,REF0132
txn-07917,2024-12-19,LOAN DISBURSEMENT,15925.74,EXT0917
txn-02189,2024-12-22,KING BETTY DEPOSIT,198.50,REF0189
txn-04438,2024-12-14,PAYMENT K PHILLIPS,345.00,REF0438
txn-07443,2024-12-24,M THOMAS ONLINE,1875.50,REF0443
txn-09312,2024-12-16,CHECK KAREN SUE ALLEN,534.00,REF0312
txn-07064,2024-12-10,MICHELLE KATE THOMAS PAYMENT,1875.50,REF0064
txn-08729,2024-12-12,CASH DEPOSIT,456.75,
txn-02997,2024-12-25,INSURANCE REFUND,3688.02,EXT0997
txn-08165,2024-12-19,"CARTER, GEORGE WIRE",9870.50,REF0165
txn-01542,2024-12-21,CHA HALL PAYMENT,1890.75,REF0542
txn-03974,2024-12-15,VENDOR REBATE,1496.56,EXT0974
txn-00588,2024-12-11,K ALLEN ONLINE PMT,534.00,REF0588
txn-04993,2024-12-18,LOAN DISBURSEMENT,21420.98,EXT0993
txn-08434,2024-12-16,NANCY W,287.00,REF0434
txn-04585,2024-12-17,SUSAN LEWIS,923.25,REF0585
txn-08788,2024-12-22,CASH DEPOSIT,875.50,
txn-01394,2024-12-18,"MARTIN, PATRICIA WIRE",1100.00,REF0394
txn-00515,2024-12-11,RUTH ROBERTS,892.50,REF0515
txn-05758,2024-12-13,DEPOSIT,287.00,REF0758
txn-09098,2024-12-11,"DAVIS, EMILY ONLINE PMT",2340.00,REF0098
txn-08972,2024-12-21,INSURANCE REFUND,4142.36,EXT0972
txn-09838,2024-12-14,PAYMENT RECEIVED,2340.00,
txn-09236,2024-12-22,GARCIA JENNIFER ACH PMT,4500.00,REF0236
txn-09451,2024-12-15,JOHNSON SARA,1200.00,REF0451
txn-02507,2024-12-21,BRIAN T,4560.00,REF0507
txn-01565,2024-12-14,DOR SCOTT ONLINE,789.25,REF0565
txn-00405,2024-12-16,KEN BAKER CHECK,3456.00,REF0405
txn-02894,2024-12-25,UNKNOWN DEPOSIT,9870.50,REF0894
txn-05940,2024-12-19,ROYALTY PAYMENT,1723.26,EXT0940
txn-04189,2024-12-22,KING BETTY DEPOSIT,198.50,REF0189
txn-07349,2024-12-12,STEVEN PAUL YOUNG PAYMENT,6750.00,REF0349
txn-03813,2024-12-13,ACH TRANSFER,892.50,
txn-00599,2024-12-15,BRIAN T,4560.00,REF0599
txn-04597,2024-12-19,JENNIFER G,4500.00,REF0597
txn-06198,2024-12-12,ONLINE PMT STEVEN PAUL YOUNG,6750.00,REF0198
txn-08823,2024-12-21,PAYMENT RECEIVED,875.50,REF0823
txn-08966,2024-12-24,LOYALTY BONUS,52.31,EXT0966
txn-01538,2024-12-15,EMI DAVIS DEP,2340.00,REF0538
txn-08292,2024-12-25,AMANDA LYNN WILSON ONLINE,3200.00,REF0292
txn-05521,2024-12-16,JAMES HARRIS,432.75,REF0521
txn-03581,2024-12-15,ELIZABETH WHITE,5600.00,REF0581
txn-05798,2024-12-20,CHECK RECEIVED,456.75,REF0798
txn-03860,2024-12-10,WIRE RECEIVED,567.00,REF0860
txn-08341,2024-12-16,"WRIGHT, DONALD ONLINE",2345.00,REF0341
txn-00775,2024-12-25,CHECK DEPOSIT,198.50,
txn-09135,2024-12-13,EMILY ROSE DAVIS CHECK DEP,2340.00,REF0135
txn-08878,2024-12-20,UNKNOWN DEPOSIT,1890.75,REF0878
txn-00218,2024-12-21,ONLINE PMT MICHELLE KATE THOMAS,1875.50,REF0218
txn-09164,2024-12-21,PATRICIA SUE MARTIN WIRE,1100.00,REF0164
txn-09845,2024-12-10,ACH DEPOSIT,534.00,
txn-05077,2024-12-14,PATRICIA SUE MARTIN WIRE,1100.00,REF0077
txn-03788,2024-12-22,CASH DEPOSIT,875.50,
txn-02586,2024-12-19,ASH NELSON PAYMENT,567.00,REF0586
txn-07568,2024-12-17,GEO CARTER ONLINE PMT,9870.50,REF0568
txn-08367,2024-12-23,"ALLEN, KAREN ONLINE",534.00,REF0367
txn-00620,2024-12-18,ASHLEY N,567.00,REF0620
txn-00116,2024-12-10,ONLINE PMT THOMAS WAYNE ROBINSON,4125.00,REF0116
txn-04546,2024-12-19,ONLINE PMT D SCOTT,789.25,REF0546
txn-06147,2024-12-12,RONALD GENE GREEN ACH,1234.00,REF0147
txn-00082,2024-12-12,"WALKER, NANCY ONLINE PMT",287.00,REF0082
txn-03322,2024-12-21,SMITH JOHN ONLINE PMT,450.00,REF0322
txn-07492,2024-12-14,CHECK DEP P MARTIN,1100.00,REF0492
txn-06300,2024-12-25,PAYMENT DAVID ALLEN MARTINEZ,189.99,REF0300
txn-08566,2024-12-21,SARAH J,1200.00,REF0566
txn-04375,2024-12-18,DEPOSIT EMILY ROSE DAVIS,2340.00,REF0375
txn-08496,2024-12-20,MOORE LIND,675.00,REF0496
txn-08055,2024-12-12,GEORGE WILLIAM CARTER ACH PMT,9870.50,REF0055
txn-05999,2024-12-15,ROYALTY PAYMENT,802.57,EXT0999
txn-01373,2024-12-19,DAVID ALLEN MARTINEZ ACH PMT,189.99,REF0373
txn-00767,2024-12-19,WIRE RECEIVED,1678.00,REF0767
txn-00718,2024-12-20,WIRE RECEIVED,5600.00,REF0718
txn-03553,2024-12-17,ASH NELSON DEPOSIT,567.00,REF0553
txn-05406,2024-12-12,MARGARET MITCHELL,234.25,REF0406
txn-03573,2024-12-10,RIC TAYLOR CHECK,8900.00,REF0573
txn-08611,2024-12-17,SAR JOHNSON ACH PMT,1200.00,REF0611
txn-04134,2024-12-20,MARTIN PATRICIA ACH,1100.00,REF0134
txn-00833,2024-12-19,UNKNOWN DEPOSIT,6750.00,
txn-00474,2024-12-10,HALL C DEP,1890.75,REF0474
txn-09253,2024-12-22,NANCY LOU WALKER PAYMENT,287.00,REF0253
txn-03678,2024-12-20,E WHITE DEPOSIT,5600.00,REF0678
txn-09399,2024-12-20,MICHAEL ROBERT WILLIAMS ACH,875.50,REF0399
txn-00433,2024-12-25,MOORE LIND,675.00,REF0433
txn-00994,2024-12-16,BANK ADJUSTMENT,84.67,EXT0994
txn-06366,2024-12-11,"HALL, CHARLES DEPOSIT",1890.75,REF0366
txn-03181,2024-12-22,WIRE AMANDA LYNN WILSON,3200.00,REF0181
txn-07364,2024-12-13,JAMES PATRICK HARRIS ONLINE PMT,432.75,REF0364
txn-04579,2024-12-20,GARCIA JENN,4500.00,REF0579
txn-03578,2024-12-10,CHECK DEP S YOUNG,6750.00,REF0578
txn-01171,2024-12-19,SUSAN KAY LEWIS DEP,923.25,REF0171
txn-01773,2024-12-15,ONLINE DEPOSIT,534.00,REF0773
txn-09762,2024-12-14,CASH DEPOSIT,3200.00,REF0762
txn-08649,2024-12-21,KAREN ALLEN,534.00,REF0649
txn-07372,2024-12-12,CHECK THOMAS WAYNE ROBINSON,4125.00,REF0372
txn-00722,2024-12-20,CHECK RECEIVED,923.25,REF0722
txn-04184,2024-12-25,JAMES PATRICK HARRIS WIRE,432.75,REF0184
txn-08873,2024-12-20,COUNTER DEPOSIT,345.00,
txn-06967,2024-12-20,LOYALTY BONUS,53.82,EXT0967
txn-02641,2024-12-25,DAVID M,189.99,REF0641
txn-05978,2024-12-24,REFUND FROM VENDOR,61.66,EXT0978
txn-07475,2024-12-17,CHARLES HALL,1890.75,REF0475
txn-02091,2024-12-14,ACH BRIAN LEE TURNER,4560.00,REF0091
txn-06152,2024-12-23,CHECK DEP THOMAS WAYNE ROBINSON,4125.00,REF0152
txn-03929,2024-12-18,SETTLEMENT PAYMENT,6495.42,EXT0929
txn-03983,2024-12-18,REFUND FROM VENDOR,334.01,EXT0983
txn-07209,2024-12-11,THOMAS MICHELLE DEPOSIT,1875.50,REF0209
txn-05737,2024-12-15,ACH DEPOSIT,534.00,
txn-03367,2024-12-23,"ALLEN, KAREN ONLINE",534.00,REF0367
txn-05809,2024-12-18,DEPOSIT,345.50,REF0809
txn-09436,2024-12-19,ONLINE K BAKER,3456.00,REF0436
txn-03108,2024-12-16,DAVID ALLEN MARTINEZ DEPOSIT,189.99,REF0108
txn-04191,2024-12-20,CHECK DEP JOHN DAVID SMITH,450.00,REF0191
txn-08779,2024-12-24,UNKNOWN DEPOSIT,2345.00,REF0779
txn-05576,2024-12-17,ALLEN KARE,534.00,REF0576
txn-08538,2024-12-15,EMI DAVIS DEP,2340.00,REF0538
txn-06281,2024-12-12,NELSON ASHLEY ONLINE PMT,567.00,REF0281
txn-03374,2024-12-22,"WRIGHT, DONALD DEP",2345.00,REF0374
txn-01655,2024-12-25,KEVIN PHILLIPS,345.00,REF0655
txn-01513,2024-12-12,SMITH JOHN,450.00,REF0513
txn-01297,2024-12-14,"LEE, BARBARA WIRE",345.50,REF0297
txn-02004,2024-12-18,CLARK JOSEPH WIRE,1567.00,REF0004
txn-02465,2024-12-12,MARIA C,2567.75,REF0465
txn-06701,2024-12-22,CASH DEPOSIT,456.75,
txn-01602,2024-12-13,ONLINE PMT R GREEN,1234.00,REF0602
txn-02912,2024-12-10,DIVIDEND PAYMENT,943.68,EXT0912
txn-06522,2024-12-10,TAYLOR R CHECK DEP,8900.00,REF0522
txn-00498,2024-12-13,JACKSON W ACH PMT,299.00,REF0498
